day,revenue_hotel,revenue_ota,bookings_direct,bookings_ota,avg_occupancy,inventory_day0,inventory_day1,inventory_day2,inventory_day3,inventory_day4
18,3030.4,508.2,11,33,0.10933333333333331,88,91,83,93,85
19,2834.4865500000005,150.73947,11,23,0.11666666666666667,91,82,93,85,88
20,2757.22065,376.848675,14,23,0.12400000000000003,82,92,85,88,80
21,2523.1059000000005,137.63169000000002,9,21,0.11866666666666666,91,85,88,80,84
22,2524.4000000000005,135.52,10,22,0.12733333333333338,85,88,79,84,84
23,3584.6000000000004,508.2,18,33,0.13333333333333333,88,77,84,82,89
24,2977.8,369.6,18,24,0.14199999999999996,76,83,78,88,81
25,3061.4,492.8,12,32,0.14666666666666667,83,76,87,81,87
26,2396.756700000001,131.07780000000002,9,20,0.15399999999999997,76,86,81,87,92
27,3098.9592000000002,507.926475,11,31,0.15733333333333335,86,80,87,91,88
28,1839.6760500000005,111.41613000000001,5,17,0.16066666666666668,80,87,91,88,76
29,2713.6000000000004,123.2,15,20,0.1633333333333333,87,89,88,76,86
30,3004.2,431.2,15,28,0.17266666666666663,89,88,75,85,77
31,5775.849999999999,891.8000000000001,25,56,0.19066666666666665,85,73,85,76,87
32,4324.450000000001,493.675,28,31,0.20800000000000005,73,83,75,86,76
33,3723.8999999999996,188.79000000000002,16,29,0.20733333333333331,83,74,84,76,84
34,4065.54,667.275,15,41,0.21000000000000002,74,84,75,83,80
35,4632.569999999999,227.85000000000002,21,35,0.21600000000000003,83,73,83,79,71
36,3746.550000000001,171.98999999999998,19,27,0.22800000000000004,72,83,77,70,69
37,4849.5,684.775,24,43,0.23266666666666663,83,77,68,69,67
38,5004.2,748.475,23,47,0.2466666666666667,76,66,68,64,74
39,3331.55,573.3000000000001,11,36,0.24733333333333332,66,66,64,74,70
40,5076.2999999999965,286.44000000000005,17,44,0.2493333333333333,64,64,74,70,78
41,5659.7400000000025,429.66,27,44,0.25200000000000006,64,74,70,76,71
42,3641.9099999999994,195.3,14,30,0.2506666666666667,74,70,74,71,67
43,5117.050000000002,547.8199999999999,25,43,0.2613333333333333,70,73,70,65,80
44,4719.35,764.4000000000001,18,48,0.26933333333333337,73,70,65,78,80
45,4668.35,812.1750000000001,15,51,0.27466666666666667,70,65,78,80,62
46,5188.0,732.5500000000001,26,46,0.286,64,77,80,57,69
47,4806.5999999999985,221.34000000000003,24,34,0.29066666666666663,76,79,55,66,76
48,5387.85,846.3,22,52,0.3,78,55,65,75,69
49,3754.7399999999984,234.36,9,36,0.30666666666666664,54,65,75,69,65
50,4695.750000000001,621.075,25,39,0.30533333333333335,64,75,67,64,63
51,4411.7,700.7,18,44,0.31666666666666665,72,65,62,62,62
52,4854.95,700.7,23,44,0.322,65,62,61,61,65
53,5703.999999999996,449.085,26,47,0.33133333333333337,60,60,60,63,66
54,5874.119999999997,279.93,28,43,0.32933333333333337,59,60,62,64,60
55,3866.82,302.71500000000003,17,31,0.33133333333333337,59,62,62,60,72
56,4473.990000000001,322.245,23,33,0.3313333333333333,62,61,60,72,61
57,4090.499999999998,363.09,14,38,0.3346666666666668,59,58,69,60,63
58,3743.7999999999997,541.45,18,34,0.3413333333333334,58,67,59,62,64
59,5667.099999999997,720.72,18,52,0.3399999999999999,67,57,61,64,66
60,5124.75,485.09999999999997,27,35,0.3513333333333334,56,59,63,62,57
61,6476.9,678.3000000000002,31,50,0.35866666666666674,57,63,61,55,59
62,6548.259999999995,518.8995,28,51,0.37,63,59,52,56,67
63,4484.064999999997,396.8055,15,39,0.368,58,52,56,67,57
64,5847.449999999997,665.28,23,48,0.37399999999999994,50,55,66,57,59
65,4996.749999999998,554.4,20,40,0.3733333333333333,55,65,52,58,49
66,5970.449999999995,776.16,18,56,0.37733333333333335,65,51,56,47,65
67,6983.849999999997,734.5799999999999,32,53,0.39399999999999996,51,55,46,64,65
68,6307.549999999996,488.376,28,48,0.4026666666666666,54,42,63,62,46
69,6684.144999999995,529.074,28,52,0.4039999999999999,41,59,60,44,66
70,4538.674999999997,376.4565,18,37,0.394,55,60,43,65,61
71,4701.200000000001,443.52,25,32,0.39200000000000007,60,43,64,58,61
72,6485.299999999996,776.16,23,56,0.4046666666666667,42,64,57,61,51
73,5698.249999999998,582.12,27,42,0.40466666666666673,61,57,58,49,59
74,6055.349999999998,637.56,28,46,0.42066666666666663,57,57,48,57,57
75,6856.349999999992,600.2955000000001,24,59,0.4313333333333333,55,46,55,57,55
76,7206.954999999992,651.168,23,64,0.4366666666666667,46,53,55,54,50
77,5460.989999999994,508.725,16,50,0.43333333333333335,53,52,54,48,48
78,5594.299999999998,554.4,28,40,0.44333333333333336,51,54,48,46,47
79,6569.449999999996,734.5799999999999,27,53,0.4453333333333333,53,47,46,46,57
80,6190.399999999998,637.56,29,46,0.4586666666666666,47,46,44,54,50
81,5824.7999999999965,679.14,22,49,0.45666666666666667,45,43,53,47,63
82,7284.699999999993,600.2955000000001,29,59,0.46666666666666673,40,52,46,60,50
83,5821.509999999996,468.027,24,46,0.4626666666666666,52,45,59,47,47
84,5900.344999999994,529.074,19,52,0.46199999999999997,44,59,46,45,39
85,4845.450000000001,415.79999999999995,28,30,0.4613333333333333,56,44,43,38,45
86,5442.949999999998,609.8399999999999,23,44,0.4653333333333334,43,38,37,43,56
87,5848.849999999996,720.72,20,52,0.47,36,36,43,54,51
88,5183.4,918.2249999999999,14,53,0.46,36,42,54,47,43
89,5469.589999999997,406.98,25,40,0.4573333333333334,42,53,46,43,54
90,6967.387999999998,550.8661199999999,24,43,0.45333333333333337,51,45,42,54,43
91,8681.600399999998,730.2178799999999,26,57,0.4686666666666667,45,42,52,41,56
92,6942.799999999996,815.92,21,47,0.4573333333333333,41,52,40,54,43
93,7606.399999999994,989.52,18,57,0.45133333333333336,52,38,52,42,52
94,7414.699999999995,937.4399999999999,19,54,0.4686666666666667,37,50,42,49,51
95,8195.099999999999,1215.2000000000003,28,56,0.46866666666666673,50,41,48,50,53
96,7719.395999999998,614.92032,26,48,0.476,39,46,48,53,56
97,7628.817599999998,614.92032,25,48,0.4666666666666667,45,47,53,55,48
98,8257.889999999998,602.10948,32,47,0.47,47,52,54,48,50
99,9763.699999999993,1076.32,34,62,0.47933333333333344,51,54,48,48,43
100,8598.099999999993,1024.24,25,59,0.4826666666666667,54,48,48,42,61
101,6657.299999999997,711.76,24,41,0.49000000000000005,48,48,41,61,37
102,8108.299999999994,972.16,24,56,0.49066666666666664,48,41,59,35,56
103,7635.283599999998,550.8661199999999,30,43,0.49333333333333335,41,59,33,54,45
104,8076.733199999997,602.10948,30,47,0.492,58,33,54,44,24
105,8766.078399999999,653.3528399999999,33,51,0.5146666666666666,33,53,43,21,46
106,8759.4,1432.2000000000003,25,66,0.5126666666666666,52,42,20,44,40
107,7463.999999999994,1006.88,16,58,0.5159999999999999,41,18,43,38,50
108,7767.399999999995,885.36,25,51,0.512,18,42,37,50,41
109,7401.8,1041.6000000000001,28,48,0.5073333333333333,41,37,49,38,44
110,8860.170799999996,755.8395599999999,26,59,0.5133333333333333,37,49,37,41,44
111,5923.8539999999975,474.00107999999994,19,37,0.5120000000000001,49,36,40,44,48
112,8053.990399999998,563.67696,33,44,0.5173333333333334,35,39,44,47,48
113,8163.9,1150.1000000000001,30,53,0.5159999999999999,39,44,47,46,45
114,7667.9999999999945,885.36,24,51,0.5153333333333333,44,46,43,45,50
115,7444.999999999997,694.4,32,40,0.5226666666666666,46,41,44,50,37
116,7649.599999999997,763.8399999999999,31,44,0.5319999999999999,40,41,49,35,43
117,6702.8499999999985,499.62275999999997,25,39,0.5426666666666667,41,48,34,41,42
118,7669.2995999999985,602.10948,27,47,0.5486666666666667,47,32,41,41,46
119,6370.841999999999,512.4336,21,40,0.5493333333333332,31,40,41,46,32
120,8185.410000000005,1284.2549999999999,23,54,0.5373333333333333,38,41,45,29,39
121,9061.965000000007,1474.5149999999999,23,62,0.542,41,43,28,38,42
122,9811.755000000005,1236.6900000000003,23,65,0.5399999999999999,41,26,38,42,46
123,9048.375,1065.4560000000001,25,56,0.5426666666666667,26,35,42,45,49
124,8784.5,751.2750000000001,23,53,0.5379999999999999,35,42,44,48,32
125,7178.25,538.65,24,38,0.5406666666666666,42,43,48,31,48
126,7984.0,567.0,29,40,0.5546666666666668,41,46,29,47,44
127,8692.694999999996,856.1700000000002,33,45,0.5693333333333334,44,28,46,40,22
128,7144.289999999995,703.9620000000001,27,37,0.5826666666666666,28,43,39,21,30
129,7290.18,951.3000000000002,16,50,0.5846666666666668,43,39,20,29,46
130,8247.194999999996,761.0400000000002,33,40,0.588,38,18,27,44,49
131,8101.25,623.7,26,44,0.594,17,26,44,45,31
132,8773.0,637.875,30,45,0.5813333333333333,25,42,45,31,48
133,8460.75,595.35,31,42,0.5726666666666667,42,44,30,47,49
134,7482.5549999999985,856.1700000000002,22,45,0.5846666666666668,42,29,46,49,34
135,9904.32,1046.4300000000003,33,55,0.5833333333333333,28,46,45,33,41
136,8155.259999999997,818.1180000000002,30,43,0.5806666666666666,44,43,32,40,28
137,7649.234999999999,799.0920000000001,26,42,0.5906666666666667,42,31,39,27,24
138,8608.5,581.1750000000001,33,41,0.5926666666666666,29,37,27,23,27
139,10181.0,807.975,30,57,0.5986666666666666,37,26,20,25,29
140,8266.5,637.875,26,45,0.6033333333333334,26,20,22,26,43
141,9389.610000000004,1331.82,32,56,0.6160000000000001,19,21,25,41,33
142,9973.125000000005,1403.1675,34,59,0.6166666666666667,21,20,41,33,37
143,9234.809999999998,932.2740000000001,33,49,0.6206666666666666,20,40,28,36,44
144,9656.100000000006,1498.2975,28,63,0.6139999999999998,40,26,33,42,24
145,8092.75,623.7,26,44,0.6206666666666667,24,33,40,24,56
146,7975.5,623.7,25,44,0.6106666666666667,33,39,23,56,32
147,7839.5,666.225,21,47,0.6213333333333334,39,23,55,29,20
148,10725.255000000006,1569.645,33,66,0.6353333333333333,22,53,28,18,39
149,9211.455000000005,1403.1675,27,59,0.6353333333333333,53,27,18,36,30
150,7410.779999999997,818.1180000000002,24,43,0.6466666666666667,27,17,32,28,36
151,7953.5,1274.0,22,56,0.6506666666666667,16,29,27,31,22
152,8371.949999999999,677.2499999999999,25,50,0.6433333333333333,28,26,29,20,23
153,6841.199999999999,650.1599999999999,14,48,0.64,25,29,18,23,29
154,7952.7,595.9799999999999,28,44,0.6473333333333333,29,17,22,25,44
155,9552.0,1433.25,29,63,0.6506666666666665,16,20,25,44,33
156,10665.0,1478.75,38,65,0.646,20,24,43,32,44
157,8483.0,1001.0,24,55,0.6373333333333332,24,43,31,41,12
158,7071.5,955.5,26,42,0.634,40,28,40,10,36
159,7456.6500000000015,595.9799999999999,23,44,0.6433333333333332,28,37,9,35,24
160,6650.850000000001,568.8899999999999,18,42,0.6306666666666667,37,9,34,24,34
161,7194.9,650.1599999999999,17,48,0.638,8,32,23,34,27
162,7660.5,1092.0,26,48,0.6273333333333333,31,23,32,24,33
163,8072.0,1205.75,26,53,0.6400000000000001,23,29,22,29,29
164,7573.5,873.5999999999999,23,48,0.638,29,20,26,29,28
165,7992.5,1092.0,29,48,0.6446666666666665,18,26,24,25,42
166,8498.25,636.6149999999999,29,47,0.644,24,23,22,42,28
167,9228.6,636.6149999999999,36,47,0.6453333333333334,23,20,41,26,40
168,7163.100000000001,555.3449999999999,24,41,0.6513333333333334,19,41,25,38,33
169,8309.5,1160.25,29,51,0.656,38,25,38,28,29
170,8858.0,1205.75,32,53,0.6646666666666667,23,38,24,29,34
171,8660.0,728.0,39,40,0.672,37,22,27,31,30
172,10034.0,1296.75,39,57,0.6766666666666665,18,26,27,29,34
173,6624.6,595.9799999999999,16,44,0.6713333333333333,25,26,27,33,18
174,7160.400000000003,541.8,24,40,0.6613333333333333,23,27,31,17,33
175,6884.700000000003,433.43999999999994,30,32,0.6566666666666665,25,29,14,31,34
176,6579.5,955.5,22,42,0.6393333333333332,28,13,29,34,26
177,8638.5,1319.5,26,58,0.6413333333333333,13,28,34,24,30
178,7145.0,819.0,22,45,0.6306666666666666,27,32,22,30,18
179,8301.5,1069.25,33,47,0.6393333333333333,32,21,28,16,13
180,6992.250000000002,568.8899999999999,21,42,0.642,19,28,15,12,26
181,9102.859999999997,1046.8243799999998,28,57,0.6386666666666668,28,13,12,26,30
182,10600.307999999999,1212.1124399999997,33,66,0.6400000000000001,12,12,24,27,47
183,9960.020100000007,1441.1328749999998,34,65,0.6419999999999999,10,23,27,44,15
184,8873.872050000004,1241.5913999999998,32,56,0.6379999999999999,23,26,43,11,44
185,7802.178950000003,904.58802,23,51,0.6386666666666667,26,43,9,44,27
186,7816.309700000003,957.79908,21,54,0.632,42,7,44,25,57
187,8218.876699999997,936.6323399999998,25,51,0.6373333333333334,7,41,24,56,28
188,7619.5224,1193.7470999999996,22,52,0.62,41,23,56,27,36
189,7655.294549999997,1056.0070499999995,28,46,0.6313333333333334,21,54,27,33,14
190,8721.840450000005,957.79908,29,54,0.6273333333333333,53,25,33,11,38
191,7559.187749999998,611.9271899999999,23,46,0.6413333333333334,25,33,10,38,32
192,8012.683850000004,922.3250400000001,25,52,0.644,30,10,38,32,40
193,8346.958850000005,833.63994,32,47,0.6473333333333333,10,34,32,38,25
194,7383.892749999999,1078.9637249999996,24,47,0.6339999999999999,34,32,37,23,15
195,6188.657199999994,642.7868999999998,22,35,0.6353333333333333,32,37,22,12,25
196,8116.025599999998,1065.1897199999999,18,58,0.638,36,22,8,23,36
197,8234.396600000004,886.8510000000001,28,50,0.6433333333333333,21,7,21,34,32
198,7271.205600000004,319.26636,28,36,0.6366666666666666,6,20,32,32,35
199,8815.722950000005,1028.7471600000001,26,58,0.6206666666666667,20,31,32,34,23
200,8552.266350000002,407.95146,29,46,0.6266666666666666,29,31,34,20,39
201,10484.2297,1175.3817599999998,33,64,0.6340000000000001,29,33,19,37,37
202,9229.466549999996,954.9976799999998,33,52,0.6366666666666667,31,19,34,33,25
203,9571.033299999997,1065.1897199999999,31,58,0.6433333333333333,19,33,32,23,33
204,10310.700350000006,1259.32842,28,71,0.65,32,32,19,32,34
205,7445.164049999999,416.81997,19,47,0.6473333333333333,31,19,32,33,38
206,9429.046750000007,1170.6433200000001,24,66,0.6526666666666667,17,32,29,37,37
207,7048.679800000001,381.34593,19,43,0.6439999999999999,32,29,35,36,26
208,9151.750249999997,1065.1897199999999,27,58,0.644,29,33,36,24,30
209,8305.136649999995,899.9016599999998,28,49,0.6426666666666666,32,36,22,30,29
210,8566.010199999997,1028.4590399999997,24,56,0.6426666666666667,35,21,27,27,20
211,8411.766800000005,1081.95822,20,61,0.6506666666666666,21,25,25,19,26
212,8374.850000000002,437.85,23,45,0.6373333333333332,25,24,18,25,46
213,9915.249999999993,1187.06,26,61,0.6473333333333333,23,18,25,43,30
214,9829.350000000002,486.5,31,50,0.6500000000000001,17,23,42,27,22
215,10141.02,1032.5700000000002,37,55,0.6419999999999999,22,41,24,21,38
216,10899.73,1220.31,34,65,0.652,39,21,19,36,30
217,10623.27,1070.118,40,57,0.6833333333333333,21,19,34,24,34
218,9273.999999999995,1050.8400000000001,28,54,0.6886666666666665,19,32,22,34,33
219,9324.499999999995,1031.38,28,53,0.6866666666666666,32,21,31,33,30
220,9632.799999999992,1206.52,23,62,0.6946666666666665,21,28,32,27,31
221,7904.85,389.20000000000005,25,40,0.6893333333333332,28,31,27,30,33
222,9603.065,1088.892,30,58,0.6853333333333332,31,27,28,32,43
223,9321.990000000002,1032.5700000000002,30,55,0.7000000000000001,27,27,31,42,21
224,12005.009999999998,1257.8580000000002,42,67,0.7126666666666668,26,30,38,21,10
225,7622.949999999995,1070.3,13,55,0.7099999999999999,30,38,21,9,36
226,8916.949999999995,1128.68,21,58,0.712,37,21,8,36,22
227,11988.299999999992,1362.2,35,70,0.7186666666666668,20,8,34,20,7
228,9157.050000000007,515.69,21,53,0.7046666666666667,8,33,17,6,12
229,10097.704999999994,1454.9850000000001,33,62,0.6993333333333333,32,17,4,11,26
230,9738.210000000001,1051.344,32,56,0.7140000000000001,15,0,10,26,17
231,9581.930000000002,1051.344,32,56,0.7173333333333333,0,7,25,15,21
232,10672.149999999992,1245.44,30,64,0.7126666666666667,5,24,13,16,29
233,8918.799999999996,1050.8400000000001,24,54,0.6933333333333334,24,11,14,27,21
234,13207.049999999996,1537.3400000000001,37,79,0.698,11,12,25,19,25
235,8635.800000000003,467.04,22,48,0.6926666666666669,12,24,18,23,22
236,11417.034999999996,1351.728,32,72,0.6946666666666667,24,18,21,17,22
237,10239.02,1163.988,31,62,0.6940000000000001,18,19,16,19,38
238,8674.180000000004,901.152,31,48,0.6906666666666667,16,14,19,38,41
239,8062.749999999996,914.62,24,47,0.6839999999999999,14,17,36,41,29
240,8966.249999999995,934.08,30,48,0.6853333333333335,17,33,38,28,17
241,10190.749999999993,1206.52,28,62,0.684,33,38,26,13,15
242,8925.200000000003,437.85,28,45,0.6866666666666668,37,25,12,12,22
243,7438.499999999997,1005.48,15,54,0.7073333333333334,25,9,11,19,39
244,7723.499999999998,949.62,20,51,0.7133333333333333,8,10,13,38,29
245,9213.099999999995,1117.2,25,60,0.698,7,12,38,28,21
246,9320.25,1268.75,35,58,0.6900000000000001,10,35,26,20,24
247,9742.75,1553.125,28,71,0.684,32,24,16,21,34
248,8114.25,840.0,30,48,0.6939999999999998,24,14,19,33,28
249,9844.0,1067.5,34,61,0.7020000000000001,13,18,32,24,19
250,8076.899999999997,1005.48,21,54,0.6906666666666665,17,32,23,17,22
251,6923.6,800.6600000000001,21,43,0.6846666666666666,32,21,16,22,18
252,7923.000000000004,726.1800000000001,34,39,0.6973333333333334,20,16,18,16,30
253,7083.75,805.0,22,46,0.6940000000000001,15,18,16,30,18
254,6909.25,350.0,22,40,0.6833333333333332,17,16,29,18,18
255,6812.25,770.0,22,44,0.6733333333333332,15,29,12,18,39
256,6414.25,297.5,23,34,0.6686666666666666,28,11,17,39,32
257,9260.599999999995,1117.2,26,60,0.6680000000000003,11,16,38,30,35
258,7201.000000000001,782.0400000000001,24,42,0.6653333333333333,16,37,26,35,30
259,7836.549999999997,949.62,21,51,0.6586666666666666,35,25,33,30,27
260,6778.75,770.0,22,44,0.6666666666666665,22,33,29,27,29
261,7067.0,323.75,26,37,0.6626666666666666,32,28,25,27,25
262,6772.5,717.5,24,41,0.67,26,25,26,24,29
263,7073.25,367.5,21,42,0.6659999999999999,25,24,24,28,31
264,6887.500000000003,726.1800000000001,24,39,0.6626666666666666,22,23,26,30,35
265,8131.049999999997,986.86,22,53,0.6559999999999998,23,26,28,34,36
266,6949.25,1047.375,22,45,0.6473333333333334,26,26,33,36,19
267,8808.5,910.0,32,52,0.6573333333333334,25,31,35,16,36
268,7636.5,385.0,24,44,0.6566666666666665,30,35,16,34,22
269,6722.0,752.5,22,43,0.6666666666666666,35,15,32,21,36
270,8704.5,962.5,29,55,0.6733333333333332,15,28,20,34,31
271,7701.65,875.1400000000001,24,47,0.6679999999999999,27,19,32,31,27
272,6604.400000000001,800.6600000000001,18,43,0.6699999999999999,19,31,29,26,19
273,8216.0,1167.25,33,58,0.6686666666666667,29,27,25,15,31
274,6177.5,853.3000000000001,13,53,0.6673333333333333,27,24,13,29,24
275,5712.75,330.05,15,41,0.6593333333333332,24,12,29,23,38
276,6790.0,756.7,24,47,0.654,11,28,23,38,43
277,7192.75,362.25000000000006,25,45,0.6493333333333332,24,22,35,42,17
278,7550.75,998.2,18,62,0.6506666666666665,22,34,40,16,36
279,6688.5,692.3000000000001,28,43,0.6586666666666666,33,38,12,36,29
280,8333.0,1267.875,30,63,0.6666666666666665,37,11,36,26,38
281,7297.25,805.0000000000001,27,50,0.6779999999999998,11,33,26,34,30
282,5332.0,257.6,20,32,0.6693333333333332,33,26,32,30,19
283,6301.25,579.6,29,36,0.6813333333333333,25,30,25,18,20
284,6279.75,313.95000000000005,22,39,0.682,29,24,17,18,30
285,5469.75,611.8000000000001,20,38,0.6873333333333334,23,16,18,29,32
286,7287.0,772.8000000000001,29,48,0.6859999999999999,15,17,27,31,28
287,7730.25,821.1,31,51,0.6826666666666666,16,26,29,26,31
288,6848.75,756.7,25,47,0.6693333333333332,26,28,25,26,24
289,6053.0,313.95000000000005,20,39,0.6633333333333334,27,24,24,24,20
290,7345.5,772.8000000000001,29,48,0.6639999999999999,24,23,21,20,35
291,6844.25,346.15000000000003,23,43,0.67,23,19,17,33,31
292,7677.75,837.2,29,52,0.6746666666666666,18,17,31,29,28
293,7763.75,885.5000000000001,27,55,0.6706666666666667,16,29,25,27,23
294,7752.5,933.8000000000001,25,58,0.6693333333333331,29,25,26,20,31
295,7182.25,547.4000000000001,40,34,0.6766666666666665,25,24,20,26,16
296,5466.5,249.55,22,31,0.6720000000000002,22,20,26,14,35
297,7532.75,740.6,32,46,0.668,20,25,12,35,22
298,6380.75,313.95000000000005,23,39,0.66,22,12,34,19,35
299,8402.25,998.2,27,62,0.6533333333333332,10,34,14,34,34
300,6254.25,1066.625,17,53,0.6326666666666666,34,14,33,31,34
301,7919.0,933.8000000000001,26,58,0.6333333333333333,12,33,31,32,22
302,7650.25,853.3000000000001,27,53,0.626,32,30,32,19,23
303,7469.75,362.25000000000006,28,45,0.6286666666666666,29,32,18,23,36
304,3110.75,482.125,13,29,0.6266666666666667,32,18,18,36,25
305,3968.75,631.75,15,38,0.6326666666666667,17,18,35,25,29
306,3950.91,606.06,17,37,0.6286666666666666,18,35,23,27,26
307,3525.0300000000007,491.4,18,30,0.616,35,21,25,25,34
308,4388.01,556.92,25,34,0.6153333333333333,21,25,23,30,33
309,4155.0,681.625,15,41,0.6126666666666666,23,22,26,31,52
310,4609.5,359.1,21,36,0.6039999999999999,22,24,30,50,51
311,2835.25,239.40000000000003,11,24,0.5906666666666667,23,30,49,50,46
312,4478.0,369.07500000000005,18,37,0.5820000000000001,30,49,47,45,33
313,3925.6199999999994,589.68,17,36,0.5753333333333333,49,45,44,30,37
314,2935.319999999999,235.87199999999999,13,24,0.5873333333333334,45,44,30,37,32
315,3663.539999999998,294.84,16,30,0.6026666666666667,44,29,37,31,33
316,3423.5,448.875,18,27,0.6099999999999999,28,35,29,32,26
317,4202.5,309.225,21,31,0.6026666666666668,34,29,31,26,43
318,4351.25,698.25,17,42,0.6053333333333334,28,29,24,43,50
319,5288.0,798.0,23,48,0.616,28,22,40,50,25
320,4639.799999999997,753.4799999999999,18,46,0.6153333333333334,22,39,50,25,44
321,4289.76,556.92,24,34,0.6113333333333332,38,49,25,44,39
322,4435.739999999999,720.7199999999999,17,44,0.62,49,23,42,38,42
323,3267.5,269.32500000000005,13,27,0.6253333333333334,22,42,36,42,43
324,2980.75,239.40000000000003,13,24,0.6099999999999999,42,33,41,42,26
325,4300.75,698.25,16,42,0.6093333333333334,33,39,41,26,29
326,4037.0,339.15000000000003,16,34,0.606,38,40,24,28,40
327,3900.3599999999997,556.92,19,34,0.604,38,24,27,38,41
328,3481.02,573.3,13,35,0.61,24,27,35,40,32
329,3734.7000000000003,556.92,17,34,0.5926666666666668,27,35,39,28,21
330,5294.25,847.875,20,51,0.5946666666666667,35,39,26,19,30
331,4048.0,232.75,13,35,0.5860000000000001,39,25,17,29,35
332,3916.0,631.75,15,38,0.5873333333333333,24,17,29,34,32
333,3968.25,279.30000000000007,21,28,0.5793333333333333,17,29,32,31,36
334,3485.4,411.59999999999997,20,24,0.5666666666666667,28,32,30,35,51
335,3458.3,565.9499999999999,12,33,0.5546666666666665,32,30,35,50,45
336,3591.9,531.65,15,31,0.5506666666666666,28,34,47,44,44
337,2427.7680000000005,470.69399999999996,5,28,0.5306666666666667,34,46,44,43,44
338,3361.802999999999,161.38079999999997,16,24,0.528,46,42,42,43,36
339,4224.089999999998,403.4519999999999,12,40,0.5306666666666667,42,42,42,36,55
340,2883.954,521.1254999999999,8,31,0.5326666666666667,42,42,35,55,38
341,2801.7000000000007,137.20000000000002,12,20,0.5313333333333333,42,34,54,36,49
342,2023.7999999999997,154.35,9,15,0.5266666666666666,34,54,34,49,37
343,3702.1000000000004,531.65,16,31,0.5153333333333333,52,32,49,35,42
344,3426.6929999999998,292.50269999999995,13,29,0.5206666666666667,31,49,33,41,47
345,2857.6859999999997,282.41639999999995,7,28,0.51,48,33,40,46,48
346,4053.2370000000014,722.8514999999999,12,43,0.5093333333333334,33,40,45,48,46
347,2826.4170000000004,262.24379999999996,9,26,0.49733333333333335,40,45,47,46,57
348,3676.3,531.65,16,31,0.4973333333333333,45,46,45,55,44
349,3702.1000000000004,298.40999999999997,15,29,0.5026666666666666,46,45,54,42,40
350,4306.2,267.53999999999996,25,26,0.504,45,53,41,38,34
351,3779.6640000000007,638.7989999999999,13,38,0.5073333333333334,52,40,38,34,49
352,2473.446,211.81229999999996,9,21,0.5053333333333333,40,37,33,49,48
353,2836.023,470.69399999999996,10,28,0.49666666666666665,35,33,49,48,58
354,4401.504000000001,706.0409999999999,17,42,0.494,33,49,46,57,43
355,2801.7000000000003,411.59999999999997,12,24,0.48666666666666664,48,45,57,41,51
356,2109.4999999999995,185.21999999999997,7,18,0.4786666666666667,44,57,39,51,53
357,2791.8999999999996,195.51,14,19,0.4686666666666667,57,39,50,51,45
358,3395.3250000000007,521.1254999999999,14,31,0.4673333333333334,38,50,51,44,44
359,3889.9350000000004,588.3675,17,35,0.44933333333333336,48,51,43,44,44
360,3856.4130000000005,571.5569999999999,17,34,0.44800000000000006,51,41,42,42,56
361,3561.176999999999,332.8478999999999,11,33,0.444,41,40,42,55,46
362,2805.4000000000005,123.48000000000002,14,18,0.43200000000000005,40,42,55,46,54
363,2924.1000000000004,463.04999999999995,11,27,0.4273333333333334,41,55,45,51,52
364,3634.8,288.12,15,28,0.4226666666666667,55,45,51,51,47
0,2520.8361000000004,124.52391000000001,11,19,0.008666666666666675,100,97,99,100,98
1,2502.8,415.8,9,27,0.01466666666666668,97,98,99,98,99
2,2446.0,338.8,13,22,0.02400000000000002,98,99,97,99,97
3,3210.4,462.0,16,30,0.03333333333333336,99,96,99,96,95
4,2933.7999999999997,415.8,15,27,0.04400000000000004,95,99,96,94,95
5,2895.20235,117.97002000000002,17,18,0.050000000000000024,99,95,93,95,95
6,3038.0544,360.46395,18,22,0.064,94,92,93,95,94
7,2249.2705500000006,131.07780000000002,7,20,0.06533333333333334,92,92,95,94,90
8,2678.0000000000005,135.52,12,22,0.06866666666666668,92,95,94,90,89
9,3355.6000000000004,462.0,18,30,0.07933333333333335,94,94,90,89,93
10,3091.6000000000004,400.40000000000003,18,26,0.08666666666666666,94,90,86,93,89
11,3259.0,492.8,15,32,0.09399999999999999,90,86,91,88,94
12,2665.9107000000004,144.18558000000002,10,22,0.09799999999999999,85,90,87,94,92
13,3241.7167500000005,507.926475,13,31,0.10466666666666666,90,87,93,91,84
14,2768.9476500000005,163.84725000000003,8,25,0.10800000000000001,87,91,91,83,81
15,2603.4000000000005,135.52,11,22,0.11466666666666668,91,90,83,80,87
16,2463.4,415.8,9,27,0.11733333333333332,90,81,80,87,90
17,3043.8,354.2,20,23,0.1326666666666667,79,79,86,88,91
18,3048.3999999999996,446.6,15,29,0.13266666666666665,78,85,86,89,84
19,2548.9242000000004,131.07780000000002,11,20,0.13200000000000003,85,85,89,84,74
20,2555.78085,327.6945,14,20,0.13333333333333336,84,89,84,73,94
21,2331.07605,91.75446000000001,14,14,0.13466666666666666,89,84,72,94,82
22,2045.0000000000005,110.88,8,18,0.13466666666666663,84,71,92,82,88
23,2683.2,308.0,18,20,0.13999999999999999,71,88,82,87,78
24,2286.8,354.2,10,23,0.13933333333333334,88,82,85,78,89
25,2911.3999999999996,385.0,16,25,0.15,82,84,77,87,81
26,2649.596850000001,150.73947,9,23,0.15533333333333335,84,75,87,81,89
